compissueURI,component,intissueURI,integrated
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PersistenceOfPoverty>","""Persistence of Poverty""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TransparencyInGovernment>","""Transparency in Government""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WildAnimalTrade>","""Wild Animal Trade""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RightToPropertyCustomary>","""Right to Property - Customary""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LaborMarket>","""Labor Market""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Buildings>","""Buildings""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#YouthLiteracy>","""Youth Literacy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterPreparedness>","""Disaster Preparedness""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#IndigenousTechnologyAndKnowledge>","""Indigenous Technology and Knowledge""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PropertyTransfers>","""Property Transfers""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSecurityHousehold>","""Food Security - Household""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contraception>","""Contraception""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Ecotourism>","""Ecotourism""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RightToPropertyFormal>","""Right to Property - Formal""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InformalEducation>","""Informal Education""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#StapleFoodProduction>","""Staple Food Production""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SocialParticipation>","""Social Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterMitigation>","""Disaster Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensEconomicParticipation>","""Women's Economic Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SexuallyTransmittedDiseases>","""Sexually Transmitted Diseases""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyConservation>","""Energy Conservation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ComplianceCosts>","""Compliance Costs""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Corruption>","""Corruption""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WorkingConditions>","""Working Conditions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EducationAccess>","""Education Access""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensPoliticalParticipation>","""Women's Political Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Diet>","""Diet""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SocialSupport>","""Social Support""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LawsAndRegulations>","""Laws and Regulations""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterUse>","""Water Use""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CommunityParticipation>","""Community Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#KnowledgeAndInformationSystems>","""Knowledge and Information Systems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PharmaceuticalProducts>","""Pharmaceutical Products""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AnimalProduction>","""Animal Production""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyDemand>","""Energy Demand""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanRightsAdvocacy>","""Human Rights Advocacy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GovernanceStructure>","""Governance Structure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Seed>","""Seed""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CapacityForParticipation>","""Capacity for Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandTenure>","""Land Tenure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GenderLiteracy>","""Gender Literacy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FamilyPlanning>","""Family Planning""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#JobSecurity>","""Job Security""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterRelief>","""Disaster Relief""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestManagementPractices>","""Forest Management Practices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeChanges>","""Landscape Changes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ChildLabor>","""Child Labor""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Rightslegal>","""Rights (Legal)""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GenderPolicy>","""Gender Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RetainedEarnings>","""Retained Earnings""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToTechnology>","""Access to Technology""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Agrobiodiversity>","""Agrobiodiversity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WastePrevention>","""Waste Prevention""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalEducation>","""Agricultural Education""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RepresentationAndAccountability>","""Representation and Accountability""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OccupationalSegregation>","""Occupational Segregation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalProtectionAndConservation>","""Cultural Protection and Conservation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Discrimination>","""Discrimination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LivestockManagement>","""Livestock Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyInnovation>","""Technology Innovation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CivilRights>","""Civil Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalAppropriatenessOfFoods>","""Cultural Appropriateness of Foods""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GenderEquality>","""Gender Equality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RatesOfWasteProduction>","""Rates of Waste Production""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EducationInfrastructure>","""Education Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTransfer>","""Technology Transfer""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnforcementOfLawsAndRegulations>","""Enforcement of Laws and Regulations""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestProducts>","""Forest Products""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TransportInfrastructure>","""Transport Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensAccessToFinancialCapital>","""Women's Access to Financial Capital""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterPrevention>","""Disaster Prevention""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CommercialPolicies>","""Commercial Policies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PovertyAlleviationMeasures>","""Poverty Alleviation Measures""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandUse>","""Land Use""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensAccessToSocialCapital>","""Women's Access to Social Capital""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RuleOfLaw>","""Rule of Law""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PayEquity>","""Pay Equity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LaborProductivity>","""Labor Productivity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PollutionPrevention>","""Pollution Prevention""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CroppingSystems>","""Cropping Systems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalServices>","""Cultural Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomenFarmers>","""Women Farmers""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#IncomeSmoothing>","""Income Smoothing""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OrganicFertilizers>","""Organic Fertilizers""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EthicalTreatmentOfAnimals>","""Ethical Treatment of Animals""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FunctionalLiteracy>","""Functional Literacy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WasteComposting>","""Waste Composting""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EconomicParticipation>","""Economic Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanUseOfProtectedAreas>","""Human Use of Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalBarter>","""Agricultural Barter""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ViolenceAgainstWomenPolicy>","""Violence Against Women Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalDebt>","""Agricultural Debt""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForcedLabor>","""Forced Labor""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UseRights>","""Use Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ValueSystemsAndBehavioralNorms>","""Value Systems and Behavioral Norms""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#StakeholderParticipation>","""Stakeholder Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WasteRecyclingreusing>","""Waste Recycling/Reusing""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InformationInfrastructure>","""Information Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiscriminationInEmployment>","""Discrimination in Employment""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Harrassment>","""Harrassment""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#SocioculturalSystems>","""Sociocultural systems"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OzoneDepletion>","""Ozone Depletion""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTrade>","""Technology Trade""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterInfrastructure>","""Water Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PotableWater>","""Potable Water""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#IndigenousTechnologyAndKnowledge>","""Indigenous Technology and Knowledge""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InputProductivity>","""Input Productivity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#VeterinaryServices>","""Veterinary Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterProductivity>","""Water Productivity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterMitigation>","""Disaster Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirPollution>","""Air Pollution""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Pesticides>","""Pesticides""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyConservation>","""Energy Conservation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Irrigation>","""Irrigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EducationAccess>","""Education Access""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Prices>","""Prices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyProductivity>","""Energy Productivity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ClimateChangeAdaptation>","""Climate Change Adaptation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Machinery>","""Machinery""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Technology>","""Technology"""
